Recording	Participant	Timeline	TOI	Interval	Media	AOI	post	pre	Last_key_press	Total_duration_of_fixations	Average_duration_of_fixations	Minimum_duration_of_fixations	Maximum_duration_of_fixations	Number_of_fixations	Time_to_first_fixation	Duration_of_first_fixation	Last_AOI_viewed	AOI_at_interval_end	Average_pupil_diameter	Total_duration_of_whole_fixations	Average_duration_of_whole_fixations	Minimum_duration_of_whole_fixations	Maximum_duration_of_whole_fixations	Number_of_whole_fixations	Time_to_first_whole_fixation	Duration_of_first_whole_fixation	Average_whole-fixation_pupil_diameter	Total_duration_of_Visit	Average_duration_of_Visit	Minimum_duration_of_Visit	Maximum_duration_of_Visit	Number_of_Visits	Time_to_first_Visit	Duration_of_first_Visit	Total_duration_of_Glances	Average_duration_of_Glances	Minimum_duration_of_Glances	Maximum_duration_of_Glances	Number_of_Glances	Time_to_first_Glance	Duration_of_first_Glance	Number_of_mouse_clicks	Time_to_first_mouse_click	Time_from_first_fixation_to_mouse_click	Number_of_mouse_clicks_and_releases	Time_to_first_mouse_click_and_release	Time_from_first_fixation_to_mouse_click_and_release	Number_of_saccades_in_AOI	Time_to_entry_saccade	Time_to_exit_saccade	Peak_velocity_of_entry_saccade	Peak_velocity_of_exit_saccade	Character_index	Word_index	Sentence_index	AOI_string	Text_unit_type	Number_of_units	First-pass_first_fixation_duration	First-pass_duration	Selective_regression-path_duration	First-pass_regression	Total_duration_of_fixations	Regression-path_duration	Re-reading_duration
Recording8	Participant2	Timeline1	My Time of Interest 001	1	Screen Recording Recording8	Rectangle 23				19753	324	117	1249	61	266799	466	"Rectangle 1,Rectangle 36"		3.13068	18620	333	117	1249	56	266799	466	3.13427	21335	1067	117	3797	20	266799	2315	22084	1104	167	3847	20	266765	2348	0			0			39	266765	269114	39.09	159.06													
Recording8	Participant2	Timeline1	My Time of Interest 001	1	Screen Recording Recording8	Rectangle 24				1566	313	100	633	5	357784	400	"Rectangle 1,Rectangle 36"		3.13383	1566	313	100	633	5	357784	400	3.13383	1715	1715	1715	1715	1	357784	1715	1765	1765	1765	1765	1	357734	1765	0			0			4	357734	359499	69.86	433.29													
Recording8	Participant2	Timeline1	My Time of Interest 001	1	Screen Recording Recording8	Rectangle 25				25575	320	83	999	80	402400	85	"Rectangle 1,Rectangle 36"		3.06513	24449	326	83	999	75	402552	133	3.06594	28473	1424	157	8263	20	402400	8263	29189	1459	191	8263	20	402400	8263	0			0			50	411212	410663	112.9	88.73													
Recording8	Participant2	Timeline1	My Time of Interest 001	1	Screen Recording Recording8	Rectangle 26				0				0			"Rectangle 1,Rectangle 36"			0				0				0				0			0				0			0			0			0																	
Recording8	Participant2	Timeline1	My Time of Interest 001	1	Screen Recording Recording8	Rectangle 27				866	217	133	383	4	464425	200	"Rectangle 1,Rectangle 36"		2.97988	866	217	133	383	4	464425	200	2.97988	883	294	150	533	3	464425	200	999	333	200	583	3	464408	217	0			0			1	464408	464624	35.62	78.7													
Recording8	Participant2	Timeline1	My Time of Interest 001	1	Screen Recording Recording8	Rectangle 28				0				0			"Rectangle 1,Rectangle 36"			0				0				0				0			0				0			0			0			0																	
Recording8	Participant2	Timeline1	My Time of Interest 001	1	Screen Recording Recording8	Rectangle 29				0				0			"Rectangle 1,Rectangle 36"			0				0				0				0			0				0			0			0			0																	
Recording8	Participant2	Timeline1	My Time of Interest 001	1	Screen Recording Recording8	Rectangle 30				0				0			"Rectangle 1,Rectangle 36"			0				0				0				0			0				0			0			0			0																	
Recording8	Participant2	Timeline1	My Time of Interest 001	1	Screen Recording Recording8	Rectangle 31				0				0			"Rectangle 1,Rectangle 36"			0				0				0				0			0				0			0			0			0																	
Recording8	Participant2	Timeline1	My Time of Interest 001	1	Screen Recording Recording8	Rectangle 32				0				0			"Rectangle 1,Rectangle 36"			0				0				0				0			0				0			0			0			0																	
Recording8	Participant2	Timeline1	My Time of Interest 001	1	Screen Recording Recording8	Rectangle 33				8011	297	67	749	27	412895	333	"Rectangle 1,Rectangle 36"		3.02853	8011	297	67	749	27	412895	333	3.02853	8710	1089	316	4747	8	412895	333	9060	1133	366	4780	8	412845	383	0			0			19	412845	413228	138.61	112.18													
Recording8	Participant2	Timeline1	My Time of Interest 001	1	Screen Recording Recording8	Rectangle 34				15189	292	83	700	52	415260	466	"Rectangle 1,Rectangle 36"		2.94719	14839	291	83	700	51	415260	466	2.9489	17138	1558	117	8910	11	415260	466	17671	1606	167	8927	11	415226	500	0			0			36	415226	415726	260.63	47.98													
Recording8	Participant2	Timeline1	My Time of Interest 001	1	Screen Recording Recording8	Rectangle 35				2631	239	100	500	11	458779	100	"Rectangle 1,Rectangle 36"		2.94933	2631	239	100	500	11	458779	100	2.94933	2865	716	100	1582	4	458779	100	3031	758	133	1616	4	458745	133	0			0			7	458745	458879	53.09	88.86													
Recording8	Participant2	Timeline1	My Time of Interest 001	1	Screen Recording Recording8	Rectangle 36				46462	289	4	1499	161	479360	4	"Rectangle 1,Rectangle 36"		3.15505	43636	297	67	1499	147	479397	217	3.15617	53308	1666	133	6766	32	479360	6766	54757	1711	167	6766	32	479360	6766	0			0			110	486859	486126	143.42	207.51													
Recording8	Participant2	Timeline1	My Time of Interest 001	1	Screen Recording Recording8	Rectangle 37				0				0			"Rectangle 1,Rectangle 36"			0				0				0				0			0				0			0			0			0																	
Recording8	Participant2	Timeline1	My Time of Interest 001	1	Screen Recording Recording8	Rectangle 38				1349	169	83	316	8	587454	150	"Rectangle 1,Rectangle 36"		3.04239	1349	169	83	316	8	587454	150	3.04239	1632	408	167	650	4	587454	650	1799	450	200	700	4	587404	700	0			0			2	587404	588669	182.72	30.8													
Recording8	Participant2	Timeline1	My Time of Interest 001	1	Screen Recording Recording8	Rectangle 39				0				0			"Rectangle 1,Rectangle 36"			0				0				0				0			0				0			0			0			0																	
Recording8	Participant2	Timeline1	My Time of Interest 001	1	Screen Recording Recording8	Rectangle 40				0				0			"Rectangle 1,Rectangle 36"			0				0				0				0			0				0			0			0			0																	
Recording8	Participant2	Timeline1	My Time of Interest 001	1	Screen Recording Recording8	Rectangle 41				0				0			"Rectangle 1,Rectangle 36"			0				0				0				0			0				0			0			0			0																	
Recording8	Participant2	Timeline1	My Time of Interest 001	1	Screen Recording Recording8	Rectangle 42				0				0			"Rectangle 1,Rectangle 36"			0				0				0				0			0				0			0			0			0																	
Recording8	Participant2	Timeline1	My Time of Interest 001	1	Screen Recording Recording8	Rectangle 43				0				0			"Rectangle 1,Rectangle 36"			0				0				0				0			0				0			0			0			0																	
Recording8	Participant2	Timeline1	My Time of Interest 001	1	Screen Recording Recording8	Rectangle 44				8577	252	100	799	34	486176	683	"Rectangle 1,Rectangle 36"		3.13214	8577	252	100	799	34	486176	683	3.13214	9277	714	117	2881	13	486176	683	9826	756	150	2898	13	486126	733	0			0			21	486126	486859	207.51	143.42													
Recording8	Participant2	Timeline1	My Time of Interest 001	1	Screen Recording Recording8	Rectangle 45				21335	288	83	1016	74	502831	333	"Rectangle 1,Rectangle 36"		3.05983	21202	290	83	1016	73	502831	333	3.06152	22934	764	117	4613	30	502831	333	24316	811	150	4647	30	502781	383	0			0			43	502781	503164	182.07	34.18													
Recording8	Participant2	Timeline1	My Time of Interest 001	1	Screen Recording Recording8	Rectangle 46				16072	287	100	733	56	551463	183	"Rectangle 1,Rectangle 36"		2.99793	16072	287	100	733	56	551463	183	2.99793	17204	905	133	2215	19	551463	183	17954	945	183	2248	19	551413	233	0			0			36	551413	551646	146.8	96.36													
Recording8	Participant2	Timeline1	Entire Recording	1	Screen Recording Recording8	Rectangle				66632	231	67	1366	288	47241	779	"Rectangle 1,Rectangle 36"		2.97472	64454	229	67	1366	282	48053	200	2.96972	77774	4093	117	33339	19	47241	33339	78940	4155	183	33339	19	47241	33339	0			0			259	87175	80580	270.61	464.15													
Recording8	Participant2	Timeline1	Entire Recording	1	Screen Recording Recording8	Rectangle 1				28763	293	83	1199	98	80630	833	"Rectangle 1,Rectangle 36"		2.85865	27497	289	83	1199	95	80630	833	2.86198	32027	1601	400	6579	20	80630	2781	33176	1659	483	6629	20	80580	2831	0			0			74	80580	87175	464.15	270.61													
Recording8	Participant2	Timeline1	Entire Recording	1	Screen Recording Recording8	Rectangle 2				9760	296	133	833	33	80630	833	"Rectangle 1,Rectangle 36"		2.84743	8611	278	133	833	31	80630	833	2.85636	10626	1063	133	2781	10	80630	2781	11142	1114	200	2831	10	80580	2831	0			0			22	80580	87175	464.15	270.61													
Recording8	Participant2	Timeline1	Entire Recording	1	Screen Recording Recording8	Rectangle 3				5763	339	83	1199	17	96169	366	"Rectangle 1,Rectangle 36"		2.85898	5763	339	83	1199	17	96169	366	2.85898	6062	674	167	1432	9	96169	550	6579	731	233	1499	9	96136	583	0			0			8	96136	96718	55.51	324.39													
Recording8	Participant2	Timeline1	Entire Recording	1	Screen Recording Recording8	Rectangle 4				6962	290	133	966	24	103164	200	"Rectangle 1,Rectangle 36"		2.88154	6962	290	133	966	24	103164	200	2.88154	7611	761	133	1266	10	103164	1249	8028	803	200	1282	10	103147	1266	0			0			13	103147	104413	64.09	261.72													
Recording8	Participant2	Timeline1	Entire Recording	1	Screen Recording Recording8	Rectangle 5				6062	276	83	633	22	138589	266	"Rectangle 1,Rectangle 36"		2.84876	5946	283	83	633	21	138589	266	2.84883	6745	843	250	1699	8	138589	733	7095	887	283	1732	8	138539	783	0			0			12	138539	139321	72.19	35.58													
Recording8	Participant2	Timeline1	Entire Recording	1	Screen Recording Recording8	Rectangle 6				0				0			"Rectangle 1,Rectangle 36"			0				0				0				0			0				0			0			0			0																	
Recording8	Participant2	Timeline1	Entire Recording	1	Screen Recording Recording8	Rectangle 7				30599	251	67	1399	122	165486	167	"Rectangle 1,Rectangle 36"		2.93755	30228	252	67	1399	120	165486	167	2.93789	34646	1386	88	8760	25	165486	8760	36129	1445	88	8827	25	165420	8827	0			0			93	165420	174247	217.93	638.46													
Recording8	Participant2	Timeline1	Entire Recording	1	Screen Recording Recording8	Rectangle 8				40588	252	83	1199	161	174330	217	"Rectangle 1,Rectangle 36"		2.85745	39972	253	83	1199	158	174330	217	2.85819	45951	1702	150	7112	27	174330	533	47433	1757	200	7145	27	174247	616	0			0			127	174247	174863	638.46	143.1													
Recording8	Participant2	Timeline1	Entire Recording	1	Screen Recording Recording8	Rectangle 9				10909	248	117	533	44	174596	266	"Rectangle 1,Rectangle 36"		2.87666	10592	252	117	533	42	174596	266	2.87801	12125	674	133	2332	18	174596	266	12891	716	150	2348	18	174546	316	0			0			23	174546	174863	74.49	143.1													
Recording8	Participant2	Timeline1	Entire Recording	1	Screen Recording Recording8	Rectangle 10				14606	252	83	1199	58	178427	100	"Rectangle 1,Rectangle 36"		2.84663	14306	251	83	1199	57	178427	100	2.84789	15905	636	100	2382	25	178427	100	17005	680	167	2415	25	178360	167	0			0			32	178360	178527	161.78	31.15													
Recording8	Participant2	Timeline1	Entire Recording	1	Screen Recording Recording8	Rectangle 11				10259	256	100	500	40	197946	250	"Rectangle 1,Rectangle 36"		2.86563	10259	256	100	500	40	197946	250	2.86563	11425	952	167	2648	12	197946	250	11858	988	200	2698	12	197913	283	0			0			26	197913	198196	79.7	51.51													
Recording8	Participant2	Timeline1	Entire Recording	1	Screen Recording Recording8	Rectangle 12				4314	270	117	600	16	206241	217	"Rectangle 1,Rectangle 36"		2.80003	4314	270	117	600	16	206241	217	2.80003	4713	1178	217	3164	4	206241	217	4913	1228	266	3181	4	206191	266	0			0			12	206191	206457	181	316.82													
Recording8	Participant2	Timeline1	Entire Recording	1	Screen Recording Recording8	Rectangle 13				200	100	83	117	2	220131	117	"Rectangle 1,Rectangle 36"		2.86835	200	100	83	117	2	220131	117	2.86835	200	100	83	117	2	220131	117	333	167	150	183	2	220064	183	0			0			0	220064	220247	181.55	202.8													
Recording8	Participant2	Timeline1	Entire Recording	1	Screen Recording Recording8	Rectangle 14				102564	364	37	2748	282	256801	37	"Rectangle 1,Rectangle 36"		3.11525	96648	358	67	2748	270	256904	67	3.1148	111724	2660	133	18270	42	256801	836	113290	2697	150	18337	42	256801	836	0			0			218	264549	257637	92.01	543.74													
Recording8	Participant2	Timeline1	Entire Recording	1	Screen Recording Recording8	Rectangle 15				749	187	67	350	4	408596	167	"Rectangle 1,Rectangle 36"		3.20272	683	228	167	350	3	408596	167	3.21417	749	187	67	350	4	408596	167	866	217	67	383	4	408547	217	0			0			0	408547	408763	337.92	34.35													
Recording8	Participant2	Timeline1	Entire Recording	1	Screen Recording Recording8	Rectangle 16				5763	303	133	666	19	407497	133	"Rectangle 1,Rectangle 36"		3.21879	5763	303	133	666	19	407497	133	3.21879	6062	758	383	1616	8	407497	1049	6412	802	400	1665	8	407447	1099	0			0			11	407447	408547	125.19	337.92													
Recording8	Participant2	Timeline1	Entire Recording	1	Screen Recording Recording8	Rectangle 17				167	167	167	167	1	408596	167	"Rectangle 1,Rectangle 36"		3.36739	167	167	167	167	1	408596	167	3.36739	167	167	167	167	1	408596	167	217	217	217	217	1	408547	217	0			0			0	408547	408763	337.92	34.35													
Recording8	Participant2	Timeline1	Entire Recording	1	Screen Recording Recording8	Rectangle 18				0				0			"Rectangle 1,Rectangle 36"			0				0				0				0			0				0			0			0			0																	
Recording8	Participant2	Timeline1	Entire Recording	1	Screen Recording Recording8	Rectangle 19				0				0			"Rectangle 1,Rectangle 36"			0				0				0				0			0				0			0			0			0																	
Recording8	Participant2	Timeline1	Entire Recording	1	Screen Recording Recording8	Rectangle 20				0				0			"Rectangle 1,Rectangle 36"			0				0				0				0			0				0			0			0			0																	
Recording8	Participant2	Timeline1	Entire Recording	1	Screen Recording Recording8	Rectangle 21				67	67	67	67	1	433296	67	"Rectangle 1,Rectangle 36"		3.08532	0				0				67	67	67	67	1	433296	67	67	67	67	67	1	433296	67	0			0			0																	
Recording8	Participant2	Timeline1	Entire Recording	1	Screen Recording Recording8	Rectangle 22				11359	277	67	1249	41	289848	150	"Rectangle 1,Rectangle 36"		3.04639	11359	277	67	1249	41	289848	150	3.04639	12258	645	83	2948	19	289848	350	13041	686	133	2998	19	289798	400	0			0			20	289798	290197	96.56	93.48													
Recording8	Participant2	Timeline1	Entire Recording	1	Screen Recording Recording8	Rectangle 23				19753	324	117	1249	61	310799	466	"Rectangle 1,Rectangle 36"		3.13068	18620	333	117	1249	56	310799	466	3.13427	21335	1067	117	3797	20	310799	2315	22084	1104	167	3847	20	310766	2348	0			0			39	310766	313114	39.09	159.06													
Recording8	Participant2	Timeline1	Entire Recording	1	Screen Recording Recording8	Rectangle 24				1566	313	100	633	5	401785	400	"Rectangle 1,Rectangle 36"		3.13383	1566	313	100	633	5	401785	400	3.13383	1715	1715	1715	1715	1	401785	1715	1765	1765	1765	1765	1	401735	1765	0			0			4	401735	403500	69.86	433.29													
Recording8	Participant2	Timeline1	Entire Recording	1	Screen Recording Recording8	Rectangle 25				25575	320	83	999	80	446401	85	"Rectangle 1,Rectangle 36"		3.06513	24449	326	83	999	75	446553	133	3.06594	28473	1424	157	8263	20	446401	8263	29189	1459	191	8263	20	446401	8263	0			0			50	455213	454664	112.9	88.73													
Recording8	Participant2	Timeline1	Entire Recording	1	Screen Recording Recording8	Rectangle 26				0				0			"Rectangle 1,Rectangle 36"			0				0				0				0			0				0			0			0			0																	
Recording8	Participant2	Timeline1	Entire Recording	1	Screen Recording Recording8	Rectangle 27				866	217	133	383	4	508425	200	"Rectangle 1,Rectangle 36"		2.97988	866	217	133	383	4	508425	200	2.97988	883	294	150	533	3	508425	200	999	333	200	583	3	508409	217	0			0			1	508409	508625	35.62	78.7													
Recording8	Participant2	Timeline1	Entire Recording	1	Screen Recording Recording8	Rectangle 28				0				0			"Rectangle 1,Rectangle 36"			0				0				0				0			0				0			0			0			0																	
Recording8	Participant2	Timeline1	Entire Recording	1	Screen Recording Recording8	Rectangle 29				0				0			"Rectangle 1,Rectangle 36"			0				0				0				0			0				0			0			0			0																	
Recording8	Participant2	Timeline1	Entire Recording	1	Screen Recording Recording8	Rectangle 30				0				0			"Rectangle 1,Rectangle 36"			0				0				0				0			0				0			0			0			0																	
Recording8	Participant2	Timeline1	Entire Recording	1	Screen Recording Recording8	Rectangle 31				0				0			"Rectangle 1,Rectangle 36"			0				0				0				0			0				0			0			0			0																	
Recording8	Participant2	Timeline1	Entire Recording	1	Screen Recording Recording8	Rectangle 32				0				0			"Rectangle 1,Rectangle 36"			0				0				0				0			0				0			0			0			0																	
Recording8	Participant2	Timeline1	Entire Recording	1	Screen Recording Recording8	Rectangle 33				8011	297	67	749	27	456895	333	"Rectangle 1,Rectangle 36"		3.02853	8011	297	67	749	27	456895	333	3.02853	8710	1089	316	4747	8	456895	333	9060	1133	366	4780	8	456845	383	0			0			19	456845	457229	138.61	112.18													
Recording8	Participant2	Timeline1	Entire Recording	1	Screen Recording Recording8	Rectangle 34				15189	292	83	700	52	459260	466	"Rectangle 1,Rectangle 36"		2.94719	14839	291	83	700	51	459260	466	2.9489	17138	1558	117	8910	11	459260	466	17671	1606	167	8927	11	459227	500	0			0			36	459227	459727	260.63	47.98													
Recording8	Participant2	Timeline1	Entire Recording	1	Screen Recording Recording8	Rectangle 35				2631	239	100	500	11	502779	100	"Rectangle 1,Rectangle 36"		2.94933	2631	239	100	500	11	502779	100	2.94933	2865	716	100	1582	4	502779	100	3031	758	133	1616	4	502746	133	0			0			7	502746	502879	53.09	88.86													
Recording8	Participant2	Timeline1	Entire Recording	1	Screen Recording Recording8	Rectangle 36				46462	289	4	1499	161	523361	4	"Rectangle 1,Rectangle 36"		3.15505	43636	297	67	1499	147	523398	217	3.15617	53308	1666	133	6766	32	523361	6766	54757	1711	167	6766	32	523361	6766	0			0			110	530859	530127	143.42	207.51													
Recording8	Participant2	Timeline1	Entire Recording	1	Screen Recording Recording8	Rectangle 37				0				0			"Rectangle 1,Rectangle 36"			0				0				0				0			0				0			0			0			0																	
Recording8	Participant2	Timeline1	Entire Recording	1	Screen Recording Recording8	Rectangle 38				1349	169	83	316	8	631455	150	"Rectangle 1,Rectangle 36"		3.04239	1349	169	83	316	8	631455	150	3.04239	1632	408	167	650	4	631455	650	1799	450	200	700	4	631405	700	0			0			2	631405	632670	182.72	30.8													
Recording8	Participant2	Timeline1	Entire Recording	1	Screen Recording Recording8	Rectangle 39				0				0			"Rectangle 1,Rectangle 36"			0				0				0				0			0				0			0			0			0																	
Recording8	Participant2	Timeline1	Entire Recording	1	Screen Recording Recording8	Rectangle 40				0				0			"Rectangle 1,Rectangle 36"			0				0				0				0			0				0			0			0			0																	
Recording8	Participant2	Timeline1	Entire Recording	1	Screen Recording Recording8	Rectangle 41				0				0			"Rectangle 1,Rectangle 36"			0				0				0				0			0				0			0			0			0																	
Recording8	Participant2	Timeline1	Entire Recording	1	Screen Recording Recording8	Rectangle 42				0				0			"Rectangle 1,Rectangle 36"			0				0				0				0			0				0			0			0			0																	
Recording8	Participant2	Timeline1	Entire Recording	1	Screen Recording Recording8	Rectangle 43				0				0			"Rectangle 1,Rectangle 36"			0				0				0				0			0				0			0			0			0																	
Recording8	Participant2	Timeline1	Entire Recording	1	Screen Recording Recording8	Rectangle 44				8577	252	100	799	34	530177	683	"Rectangle 1,Rectangle 36"		3.13214	8577	252	100	799	34	530177	683	3.13214	9277	714	117	2881	13	530177	683	9826	756	150	2898	13	530127	733	0			0			21	530127	530859	207.51	143.42													
Recording8	Participant2	Timeline1	Entire Recording	1	Screen Recording Recording8	Rectangle 45				21335	288	83	1016	74	546831	333	"Rectangle 1,Rectangle 36"		3.05983	21202	290	83	1016	73	546831	333	3.06152	22934	764	117	4613	30	546831	333	24316	811	150	4647	30	546781	383	0			0			43	546781	547165	182.07	34.18													
Recording8	Participant2	Timeline1	Entire Recording	1	Screen Recording Recording8	Rectangle 46				16072	287	100	733	56	595464	183	"Rectangle 1,Rectangle 36"		2.99793	16072	287	100	733	56	595464	183	2.99793	17204	905	133	2215	19	595464	183	17954	945	183	2248	19	595414	233	0			0			36	595414	595647	146.8	96.36													
